author,genre,link,name,rating,viewed
Abyu,"Cheong Jeong,Action,Adventure,Fantasy,Mystery,Romance","Ashley Lute, who finally came back home after three years of grueling adventure, returned to the Academy at the request of her sister Carneline. Already famous as the only returning student, she tried to finish her remaining years at the Academy in peace. In addition to that, as the Second Prince Luke and the young lady of the Vellock Duchy approach her, the attention on the newcomer grows even more.",The Legendary Fossil,4.5,"238,290"
Aoi Umi,"Comedy,Romance,School life,Shoujo,Slice of life,Webtoons,Manhwa","Ayano, Tsubasa and Ichinose, Yuu are childhood friends. Since they were kids, they were inseparable. But one day they have to part each other's way because both of them are transferring homes. Clueless of where they will transfer, they were shocked when they see each other going to the same school from the place they transferred in.",Kakao 79%,4.63,"18,156,891"
수색영장,"Action,Adventure,Fantasy","The average Korean citizen who has been desperately trying to be a hero for 11 years has realized that this is not his craft or his dream. After giving up everything, Lee Kun Woo decided to become a farmer and live his quiet life. But is it that simple?",Spirit Farmer,4.84,"9,911,646"
Feng Qi Yue,"Action,Adventure,Fantasy","Who is he? Why is he called the Boss? Maybe he’s the fearless ruler of the world. Or maybe the worst enemy of humanity, who tears worlds down. After Su Sin was reborn, he lost all his skills and abilities from former life in a knights’ world. However, a newly implanted System can help him restore them. “My name is Su Sin where Sin means Promise keeper”.",Greatest Boss System,4.47,"4,518,128"
여우,"Historical,Romance","To prepare for her audition to cast in the upcoming historical drama, “Muyoung Tower,” would-be actress Haeri visits the Buyeo National Museum, where she finds the “gilt bronze incense burner,” an old Baekje artifact. Thanks to her, Onsaemiro, the son of a god who had been lying dormant in the incense burner, awakens, and the cycle of fate starts to move once again…",Onsaemiro,4.49,"310,300"
Numachi Doromaru,"Comedy,School life,Yuri",Kugami Sugara just wants to lead a peaceful school life.,Kinsei No Reveal,4.25,"184,361"
Natsu Samako,"Comedy,Drama,Romance,Shoujo,Slice of life","Left homeless, Kasumi decides to fix the situation on her own to not be an inconvenience to her busy family. But through a misunderstanding, she meets this handsome flower artist, who... despite being older, seems to be very interested in her. Has the time for her to fall in love finally come?",Hana To Kuchizuke,4.82,"228,657"
Kujira,"Comedy,Romance,Slice of life,Smut",[from cotton candy scans],Honnou Switch,4.73,"724,314"
Mr. Two Cats,"Action,Adventure,Comedy,Fantasy","What do you do when a plane hits a building? Cry out? Call for help? Hao Lanren, a top martial artist, laughed: No, as a man of the world, of course, is to use his fist to hit the plane!… He died and crossed over to the zombie-ridden post-apocalyptic world, and awakened to the system, killing zombies to explode gold, buy equipment, and found that the number of women is also unexpectedly high… so in the company of many confidantes, launched a journey to save the world!",Unlock 99 Heroines In End Times,4.47,"515,139"
Sun-Wook Jeon,"So-Nan Yoo,Action,Adventure,Comedy,Drama,Fantasy,Martial arts,Romance,School life,Shounen,Slice of life,Supernatural,Webtoons","""Now that I'm back, I won't allow my loved ones to die again!""",A Returner's Magic Should Be Special,4.83,"130,203,354"
Iciyuan,"Comedy,Fantasy,Historical,Romance,Supernatural,Webtoons","Not only did I wake up in a coffin, I even became a 'man'! Did I have time travel? What’s with this man’s dress? The life in another world is not easy, and I even have to deal with that dark and cunning duke!",Entangled With The Duke,4.3,"8,322,520"
Tang Li Shui,"Sf Qing Xiaoshuo,Ye Wu,Action,Comedy",He is the king of the demon world who has become unemployed because of impeachment. She was the brave hero who was laid off because of the failure of the expedition. The bond of destiny binds the two together as they embark on a journey full of unknown adventures.,The Demon King Who Lost His Job,4.62,"23,695,658"
吃饱饭工厂,"喵喵铃,木火然,Historical,Romance,Shounen ai","Zhou Yun knows that servant Yin Jun, is the Zhou family’s most loyal dog. Then, after his death and upon opening his eyes, he found out that not only was he the captive of the step-son who took his position as son of the first wife, he was actually reborn into the body of a good-for-nothing son! A loyal dog becomes mad???","With All Kins, Have No Pity",4.03,"103,140"
Frozen Flower,"Kim Chae Ha,Pasa,Drama,Fantasy,Historical,Romance","The esteemed Evil slayer has made its first calling in 400 years, choosing Gun as the rightful Emperor of the HaeWol Kingdom. In a long and bloody battle, Gun, the hidden son of the late Emperor Hyeon Wui Jae, kills the tyrannical Hwang family that has been wreaking havoc across the land. When his older brother passes away, Gun ascends the throne as the Emperor, spreading hope that the days of turbulence and disorder are finally coming to an end. However, he has to set out on an important undercover mission to obliterate the corrupt accomplices of the Hwang family who are spread out beyond the city's walls. In doing so, perhaps he will solve the missing puzzles that have been haunting him for years. The mystery behind why his only love Choa and her trusted father betrayed him. Even though he violently cut his ties with Choa in fury, he can't resist her coming back into his heart. First as the irresistible courtesan Wol Hyang, then as the physician assisting his undercover mission. Will they be able to get past the painful memories from the past? Will they repeat the tragic love of Choa's parents?",The Emperor’S Lover,4.67,"72,861"
Huoxing Dongman,"Action,Adventure,Comedy,Harem,Martial arts,Romance,Shounen,Webtoons","Fang Hong is a student of a Daoist. One day, he came down from the mountain to find his fiancee.",Metropolitan Reverence,4.39,"5,733,005"
Shen Xiang,"Action,Fantasy","Who said that if you are selected by the system, you will have to work hard for the system? For Su Chen, it is impossible to work part-time, and it is impossible to work for the system in this lifetime. Tasks issued by the system? No answer! Dare the system threaten? beat him! The system knelt down and pleaded: “Host father, please have mercy on me, take a task.” Su Chen impatiently said: “You wait until I spend a million skill points!”",I Have Million Skill Points,3.46,"1,631,701"
San Fan Xiong,"Fanqi Anime,Zhao Xiayu,Mystery,Webtoons",(A different) MaoShan Sect vs Demons that's causing chaos.<br>,Daxiangwuxing (Taoist),4.7,"1,784,658"
Jaradog,"Kim Suo,Fantasy,Romance,Manhwa,Isekai","Obsessed with medieval fantasies, Marina develops a revolutionary VR device that can bring fictional worlds to life. Her dreams come true when she transports herself to Lasnorok, the setting of her own novel. The problem is, she can’t get back out! Disguised as a runaway slave boy named Rino, she comes face-to-face with the main character she created, the ambitious Edward Allen Dihas. Can Marina help him overthrow the emperor and survive to make it out alive?",I Choose The Emperor Ending,4.69,"10,400,858"
Rat Poop Bird Poop,"Yusoo,Fantasy,Romance,Webtoons","One day I transmigrated into the body of Violet, the villainess character of the novel “For Shannon.” Violet had a beautiful face, wealth, and was even a princess! She was a woman who had almost everything. Her life was ruined when she chased after the one thing she didn’t have – love. Now that I’m her, I can change her fate because I don’t need love! … But why have the characters of the novel started to change ever since I decided that?",Villainous Princess,4.42,"5,112,323"
Tsukiyo Rui,"Action,Adult,Adventure,Drama,Fantasy,Harem,Seinen","Healing magicians cannot fight alone.’ Keare, who was bound by this common knowledge, was exploited again and again by others. But one day, he noticed what lay beyond healing magic, and was convinced that a healing magician was the strongest class. However, by the time he realized that potential, he was deprived of everything. Thus, he used healing magic on the world itself to go back four years, deciding to redo everything. This is a heroic tale of one healing magician who became the strongest by using knowledge from his past life and healing magic.",Kaifuku Jutsushi No Yarinaoshi,4.64,"70,900,643"
Yazu Miscio,"Action,Drama,Horror,Psychological,Seinen","A group of very different people wake up together in the sealed environment of an abandoned school building. They include the college students Yumi and Reiji, a cabaret girl named Akane, an occult-obsessed salaryman named Yukitoshi, a punk factory worker named Toshio, an unemployed pedophile named Taichi, and a 9-year-old girl named Michika. The building in which they find themselves has running water, no food, and a timer set for seven days. When they find a cleaver and a hot pot in an upstairs classroom, they begin to guess the intention behind their imprisonment; they're meant to kill and eat one another to survive. In principle, they should be able to survive just by waiting out the seven days in hunger, but nothing is ever that simple.",Doku Mushi,4.2,"988,531"
Namaco,"Drama,Romance,School life,Shoujo","Can you give me a happy ending? Komatsu Risa is in love with her childhood friend, Sano Chihiro. Although they have a very close relationship, and are often mistaken for a couple, Chihiro is unaware of how Risa feels and accepts a confession from another girl... Heartbroken about her first love, she confides in her seemingly indifferent homeroom teacher, Natsuo.",Dramatic Irony (Namaco),3.95,"204,511"
